"품목코드","품목분류","모델명","정식품목","세부사양","메모","작성자","작성일자","수정일자","최근사용자"
"6D6DFCCEFDF856468D21A2B5C4FF77AC","04.HW 관련",Dell Precision T7610,Dell Precision T7610,"Dell Precision T7610 CTO Base
Dell Precision T7610 1300W TPM Chassis
Dual Intel Xeon 프로세서 E5-2630 v2 (6 코어 HT, 2.6GHz Turbo, 15 MB),Dell Fixed Precision Tx610
64GB (8x8GB) 1866MHz DDR3 ECC RDIMM
256GB 2.5inch SATA Solid State Drive
2TB 3.5인치 Serial ATA (7,200 Rpm) 하드 드라이브
16x DVD+/-RW Drive
3 GB NVIDIA Quadro K4000 (2DP & 1DVI-I) (2DP-DVI & 1DVI-VGA 어댑터)
Windows® 7 Professional 64비트(한국어)
Dell ™ MS 111 USB 옵티컬 마우스
Dell™ KB212-B USB 기본형 비즈니스 키보드 (한국어)
3년 ProSupport: 익일(영업일 기준) 방문 서비스
","",hhk,2014-07-10 00:00:00.000,2014-07-10 00:00:00.000,hhk
"6DB540E215BA3C4588B8CF1135A17F27","01.SolidWorks 관련",My SOLIDWORKS Professional,My SOLIDWORKS Professional,"","",intia,2018-06-11 00:00:00.000,2018-06-11 00:00:00.000,intia
"6DCED5B7DEDC0C4DB0D12DAB25833A5A","13. 3DEXPERIENCE Platform",SFO,Structural Performance Engineer,"- Advanced Linear 해석
- 고유 진동 해석
- 정상 상태 열해석
- 선형 좌굴 해석
- 하모닉 해석
- 모달 동적 해석
- 비선형 정적 해석
- 비선형 동적해석(Implicit)
- 비정상상태 열해석
- General Contact","",admin,2020-10-15 00:00:00.000,2022-01-18 00:00:00.000,ksehee
"6E72585E816D6B4C8397E61E57163D65","06.AutoCAD 관련",Mechclick,MechClick CMB 2D,"","",ktkim,2014-05-20 00:00:00.000,2014-05-20 00:00:00.000,ktkim
"6F66D4E441C74847AA790840A253200B","07.SolidWorks 교육관련",Surface 교육,Surface 교육,"","",admin,2008-01-08 00:00:00.000,2008-01-08 00:00:00.000,admin
"6F93B342EDF1AF459AE18103C7518B29","02.해석 제품",SOLIDWORKS Simulation,Upgrade SOLIDWORKS Simulation Professional to SOLIDWORKS Simulation Premium,"*Simulation Professional 기능 포함
[Simulation Capability]
 - Modal Time Hiatory Analysis
 - Harmonic Analysis
 - Random Vibration Analysis
 _ Response Spectrum Analysis
 - Nonlinear Static Analysis
 - Nonlinear Dynamic Analysis
[재질 성]
 - 비선형 탄성 
 - Mooney-Rivlin 및 Ogden Hyperelastic 모델 
 - 비선형 점탄성(크리프) 
 - Nitinol 
 - 적층 복합재
[결과도구]
 - PSD 출력을 이용한 응답 대 시간 또는 진동수 플롯 
 - 진동수에 따른 응답 플롯
","",admin,2009-02-17 00:00:00.000,2015-02-13 00:00:00.000,jekim
"6FCBFE8D9ADAD248841762C8ED709ACB","01.SolidWorks 관련",SOLIDWORKS,SOLIDWORKS Professional," - SOLIDWORKS Design Software (Part, Assembly, Drawing)
 - Sheetmetal Design Module (판금)
 - Surface Design Module (곡면 모델링)
 - SOLIDWORKSs Explorer
 - Simulation XPress (단품 구조해석)
 - Flow XPress (유동의 흐름 Viewing)
 - DFM XPress (가공 시 에러 발생 부분 분석)
 - DriveWorks XPress (유사한 제품 시리즈 생성)
 - Physical Simulation and Animation (동영상 제작)
 - SOLIDWORKS eDrawings
 - SOLIDWORKS Utilities (데이타 비교)
 - FeatureWorks (작업 이력 생성)
 - 3D 파단도
 - 3D Instant Website (웹게시판)
 - SOLIDWORKS eDrawings Professional
 - SOLIDWORKS Toolbox (라이브러리)
 - PhotoView360 (실사 이미지 제작)
 - Task Scheduler (작업 스케줄러)
 - Design Checker (도면 비교 분석)
 - SOLIDWORKS PDM Standard (설계 데이터 관리 프로그램)
 - TolAnalyst (공차해석)
 - SOLIDWORKS ScadTo3D (3D 스캔data를 3D 파일로 변환)
 - SOLIDWORKS Visualize Standard (Rendering_이미지)
 - CircuitWorks (ECAD 데이타 호환)
 - Costing (제품 원가 계산)

","",jhkim,2008-09-24 00:00:00.000,2019-08-19 00:00:00.000,ckjung
"70008967A0DEDD4B820B2DBCBB8FB24A","05.PDMWorks Enterprise 관련",PDM Professional,SOLIDWORKS PDM Professional 2017 Processor License,"","",ksllkd,2016-10-21 00:00:00.000,2016-10-21 00:00:00.000,ksllkd
"707911D82CF64346AF6ED4FE7E9076C1","01.SolidWorks 관련",LC,"03 LC YLC 미제공 제품 SWPre","","",admin,2024-04-09 00:00:00.000,2024-04-09 00:00:00.000,admin
"708E5295B8D823458D83E9FFA18D5AA0","04.HW 관련",xSeries,x3300 M4,"x3300 M4 1x Xeon E5-2407 2.2GHz 6.4GTS 10MB 1066MHz 4C 80W 1x4GB (1Rx4), 4 HDD Bay(3.5"") HS SATA S/W RAID 0,1,10, SATA DVD-ROM, 1x460W fixed 3yr
4GB (1x4GB, 1Rx4, 1.35V) PC3L-10600 CL9 ECC DDR3 1333MHz LP RDIMM
 1TB 7.2K 6Gbps NL SAS 3.5"" PI  
ServeRAID M5110 SAS/SATA Controller - RAID 0,1,10(Std)
ServeRAID M5100 Series 512MB Cache/RAID 5 Upgrade
ServeRAID M5100 Series Battery Kit  (512MB Cache 와 함께 구매)
","",ktkim,2014-02-05 00:00:00.000,2014-02-05 00:00:00.000,ktkim
"71DC917B44C61E4EB46173A30D0B3ECD","02.해석 제품",SolidWorks Motion 교재 (영문),SolidWorks Motion 교재 (영문)," Introduction, Lesson1. Introduction to Motion Simulation and Forces, Lesson2. Building a Motion Model and Post-processing, Lesson3. Introduction to Contacts, Springs and Dampers, Lesson4. Advanced Contact, Lesson5. Curve to Curve Contact, Lesson6. CAM Synthesis, Lesson7. Flexible Joints, Lesson8. Redundancies, Lesson9. Export to FEA, Lesson10. Event Based Simulation, Lesson11. Design Project (Optional), Appendix A. Motion Study Convergence Solutions and Advanced Options, Appendix B. Mate Friction","",shpark,2010-12-09 00:00:00.000,2015-02-05 00:00:00.000,admin
"72BD4CF9B6F9BC4CA44456E6E497920F","12.전략제품(보안)",Mirageworks,Mirageworks Communicator(MC),"","",ktkim,2014-05-16 00:00:00.000,2014-05-16 00:00:00.000,ktkim
"7349E1470D7D9B4EB16C3EE35A1D728D","06.AutoCAD 관련",AutoCAD Electrical 2011 - Sub 포함,AutoCAD Electrical 2011 - Sub 포함,"- AutoCAD 2010
- International Standard Symbol Libraries
- 전기분야 Component Catalog (Part List) Database
- 부품 Label (Tag ID) 자동 부여
- 1year Sub-Scription Service 제공
- On-Line Support 및 방문지원","",shpark,2011-03-04 00:00:00.000,2011-03-04 00:00:00.000,shpark
"7415F41C22DF04468E5E51424928C382","13. 3DEXPERIENCE Platform",MDG,Mechanical Designer,"[Prerequisites]
 - Collaborative Sharing (PCS : IFW+CSV)

[Included Apps]
 - CATIA Natural Shape
 - CATIA Natural Assembly
 - CATIA Bent Part Design
 - CATIA Assembly Design
 - CATIA Mechanical Systems Design
 - CATIA Part Design
 - CATIA Functional Part Design
 - CATIA Drafting
 - CATIA 2D Layout for 3D Design
 - CATIA Generative Wireframe & Surface
 - Converter for IGES
 - Converter for STEP
 - CATIA Component Family Definition
 - CATIA 3D Templates Capture
 - CATIA Engineering Templates Reuse
 - CATIA Know-how Reuse
 - SIMULIA Material Definition
 - CATIA Product Structure Design
 - CATIA 3D Printing
 - CATIA Weight Analysis
 - CATIA Engineering IP Control
 - ENOVIA Design Review
 - ENOVIA Interference Check
 - ENOVIA Interference Finder","",kimhj,2023-09-13 00:00:00.000,2023-09-13 00:00:00.000,kimhj
"7449990B711B9F4D8954D81838DB5277","10.MS계열 제품군",SQL Server Standard Edition,SQLSvrStd 2012 SNGL OLP NL,"","소비자가격: 1,493,000",admin,2014-02-05 00:00:00.000,2014-02-05 00:00:00.000,ktkim
"74D3E260935BFD4C9100B158536E9D13","08.기타","",순번발행시스템키오스크(ND-101),"","",wsshin,2019-03-15 00:00:00.000,2019-03-15 00:00:00.000,wsshin
"74FF322CFF6C4141B2C499239BD00863","10.MS계열 제품군",OS,Window Vista/XP OLP Single MA,"","",misjid,2009-07-06 00:00:00.000,2009-07-06 00:00:00.000,misjid
"7503C6170368C84BA75024B90FF2E27C","10.MS계열 제품군",OS,Window Vista/XP OLV Single,"M/S OS MA/SA 포함제품
3년 완납후 MA 비용 : 57000원/년(매년 금액변동 있음)
","",misjid,2009-05-27 00:00:00.000,2009-07-06 00:00:00.000,misjid
"751F1DDA5EC4FB41B87FC742BA58167C","13. 3DEXPERIENCE Platform",XSM,"3DEXPERIENCE SOLIDWORKS Simulation Designer","- Linear Static Analysis
- Time Based Motion Simulation
- Part, Assembly 시뮬레이션
- 분산 및 집중 질량
- Solid, Shell, Beam 및 Truss Mesh
- 합력 및 부품 변위 플롯
- Von-Mises 응력, 주응력, 부품 응력 플롯
- 주요 변형, 부품 변형, 변형 에너지 밀도 플롯
- 다축 응력 하중 기반 볼트 및 핀 하중 계산
- 모션해석결과 산출","",admin,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,admin
"791641DF0CF095448E6435EF267577A0","00.Subscription Service",Full Subscription Backdating,Full Subscription Backdating," - SS 만료일로 부터 재갱신 전달까지 지불되지 않은 SS 비용

 - 2016년 x월 진행 기준
    - 201x년 x월 x일 만료(xx개월)
","",ksehee,2016-01-13 00:00:00.000,2017-03-06 00:00:00.000,kylee
"794E2FBF6BE3E8439C993525C90A1692","08.기타",L2 Switch,CON-SNT-C29602TC,무상유지보수1년,"",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
"7A4B86B3902C7B46BFEB62C8249FF4E4","07.SolidWorks 교육관련",PDMWork Group 컨설팅,PDMWork Group 컨설팅,"","",admin,2008-01-08 00:00:00.000,2008-01-08 00:00:00.000,admin
"7AF2045D9C0E594EA8258A39D480BEBD","11.기타Software",PLC (Primary License Charge),PLC (Primary License Charge),"","",kylee,2015-10-14 00:00:00.000,2015-10-14 00:00:00.000,kylee
"7AF4D1A4D0FA3A4889AE69B52E576047","01.SolidWorks 관련",SOLIDWORKS Visualize Professional 2016,SOLIDWORKS Visualize Professional,"- 렌더링 이미지
- 곡면/파트 분할
- 인공지능(AI) 디노이저
- NVIDIA MDL 고급 재질 지원
- 하이브리드 렌더링 모드
- GPU 렌더링 가속화
- 물리적 레이트레이싱(Raytracing)
- 데칼
- CAD Live-Update
- 렌더링 애니메이션
- Visualize Boost
- 카메라 필터
- 설정(Configuration)
- 조명
- VR 콘텐츠 생성
- 차량 주행 시뮬레이터
- 비디오 데칼","",admin,2016-03-09 00:00:00.000,2019-06-13 00:00:00.000,ksehee
"7B14EE96F1701440B5DBE19387871245","12.전략제품(보안)",onQ-260-9,onQ-260-9,"- 2U 랙탑재형 어플라이언스 제품
- 12 CPU cores, Main Memory : 64GB
- Total Disk 용량 : 16TB
- Repository Disk 용량 : 7.4TB (Data 저장 용량)
- Recovery Node Disk 용량 : 7.4TB (Recovery/ Failover시)
- 2 Gigabit 이더넷, 2 Power Supply
- 서버 라이선스 무제한
- OS+Appication+Data 통합 복제
- 복제한 서버이미지를 이용한 서비스 대체(7Failover)
- 중복제거(De-duplication) 스케쥴 복제
- 복제된 서버 이미지에서 파일단위 복구
- 복제된 Exchange 서버에서 메일단위 복구
- 데이터 확장시 onQ 전용 Storage 추가 연결 가능(6TB~14TB)","",sjh,2014-06-19 00:00:00.000,2014-06-19 00:00:00.000,sjh
"7C1E2B0597B0354F8572F835D369EA2B","04.HW 관련",ProSafe Plus Switch,ProSafe JGS516PE,"","",ktkim,2014-05-16 00:00:00.000,2014-05-16 00:00:00.000,ktkim
"7CECA789C52FCC4396DF9CBBD3967F1E","01.SolidWorks 관련","",SOLIDWORKS Composer 2014," - 기술 도해
 - 분해도
 - 조립 지침서
 - 제조,공정 지침서
 - 현장 서비스 메뉴얼
 - 현장 서비스 가이드 
 - 제품 및 웹 카달로그
 - 마케팅 자료

 - 교육 1일 포함

 - 네트워크 가격 포함","",ksllkd,2014-05-15 00:00:00.000,2014-09-03 00:00:00.000,hhk
"7D66A97E6ED6064DAB526EC7A273CE56","12.전략제품(보안)",시큐어디스크,[시큐어디스크] 기업용 솔루션(600 User license),"","",sjh,2014-08-12 00:00:00.000,2014-08-12 00:00:00.000,sjh
"7E60162144336242B5C9C5F4D5C09972","13. 3DEXPERIENCE Platform",ESX,Electrical Schematic Designer,"","",eojh,2023-09-26 00:00:00.000,2023-09-26 00:00:00.000,eojh
"809917E2CE846847AC38627D468CB160","08.기타",Delcam for SolidWorks 2013-Network 45users,Delcam for SolidWorks 2013-Network 45users,"Delcam for SolidWorks is a SolidWorks Certified Gold Product that revolutionises CAM programming inside SolidWorks. Included 2.5D MIlling, 3 Levels fo 3-axis Milling, 4th-axis Indexing, Drilling, Turning, Turn/Mill, Feature Recognition, Machine Simulation, 
Included SolidWorks Edu. Edition 2013-2014-45users & 1year sub-scription service","",sjh,2013-08-13 00:00:00.000,2013-08-13 00:00:00.000,sjh
"813FB67693992B49BC5E72F304503841","13. 3DEXPERIENCE Platform",XMB-OC,Manufacturing Definition Creator,"","",yhi526,2022-12-28 00:00:00.000,2022-12-28 00:00:00.000,yhi526
"81C94BF0C32C5B44984B9D993F16CF2E","08.기타",SMAP3D P&ID (Floating Type),SMAP3D P&ID (Floating Type),"","",ijhwang,2024-01-09 00:00:00.000,2024-01-09 00:00:00.000,ijhwang
"8254739A85753D4C9ECECFC258232940","04.HW 관련",Z820,HP Z820 Workstation,"HP Z820 Workstation			
HP Single Unit Packaging			
HP Z820 850W 88% Efficient Chassis			
HP Single Processor Air Cooling Kit			
HP Z820 Country Kit			
Windows 7 64 Bit Factory Image Recovery			
Windows 7 Professional 64Bit OS			
Intel Xeon E5-2640 2.50Ghz 15MB 1333 6C 1st CPU		
16GB DDR3-1600 (4x4GB) 1CPU Reg RAM			
500GB 7200 RPM SATA 1st Hard Drive			
HP DisplayPort To DVI-D Adapter			
NVIDIA Quadro K2000 2GB 1st GFX No cables included Graphics			
HP USB Keyboard			
HP USB Optical Mouse			
16X SuperMulti DVDRW SATA 1st ODD			
HP 3-3-3 Warranty(4/4/4 or 5/5/5로만 변경가능)			
","",sjh,2014-01-09 00:00:00.000,2014-11-04 00:00:00.000,kylee
"82D9D18A319DF34A90C7EF5AA709231B","11.기타Software",CATIA,HDX(Mechanical Shape Design),"CATIA 고급 사양
- 고급 Surface 기능","",misjid,2010-01-25 00:00:00.000,2010-01-25 00:00:00.000,misjid
"82DE77554D878B47B432FD1DE80AE794","13. 3DEXPERIENCE Platform",XWC,"3DEXPERIENCE SOLIDWORKS Premium","- SOLIDWORKS Connected
    Proffesional기능 + 추가 기능
    곡면 전개
    배관 및 배선 (Routing)


- SOLIDWORKS Visualize Connected
   고급 실사적 렌더링
","",admin,2020-10-15 00:00:00.000,2022-01-18 00:00:00.000,admin
"82E72E5CD04959429D3C2C1980768FE8","13. 3DEXPERIENCE Platform",SRD,Structural Designer,"- Linear 해석
- 고유 진동 해석
- 정상 상태 열해석
- 선형 좌굴 해석
","",admin,2022-01-18 00:00:00.000,2022-01-18 00:00:00.000,ksehee
"838221346379DF46BB4B874348CFCAE0","04.HW 관련",WD RED 2TB HDD,WD RED 2TB HDD,WD 3.5 inch SATAIII 5400RPM 64M NAS HDD,"",sjh,2014-07-29 00:00:00.000,2014-07-29 00:00:00.000,sjh
"83EC2D895FE42F46B22A08F2D872FBB9","13. 3DEXPERIENCE Platform",DRA,"3DEXPERIENCE DraftSight"," - DraftSight Connected
   도면 작업 및 수정
   DWG 설계 파일 보기, 공유, 마크업
   Revision 관리
   3DEXPERIENCE platform에서 최신 도면 액세스 및 공유
   단편적이고 반복적인 배포 감소
   Native App.",DRA,admin,2020-10-13 00:00:00.000,2022-01-18 00:00:00.000,admin
"83F77E952E3F1040836FB6D4EA680D69","07.SolidWorks 교육관련",SolidWorks One-Site 교육,SolidWorks 업체 맞춤 교육,"- 업체 맞춤 교육
  - SolidWorks및 Simulation의 업체 맞춤 교육
  - 1Day 기준 견적이며 기간은 업체와 협의 후 진행","",chuls,2010-01-11 00:00:00.000,2010-01-11 00:00:00.000,chuls
"85727208A9C8D240B4FC103F2C4BDB67","08.기타",SOLID CAM (3축),SOLID CAM (3축),"","",hm.kim,2016-10-21 00:00:00.000,2016-10-21 00:00:00.000,hm.kim
"87A26B0AF4660E4F902CE0D0B812C94D","05.PDMWorks Enterprise 관련",Enterprise PDM,SOLIDWORKS Enterprise PDM 2010 Process for 25 User," - 전 User 사용 가능
 - 설계자용(모든기능포함)
 - CAD DATA 관리기능
 - CAD 통합 환경 제공
 - 권한에 따른 데이타 관리
 - Revision 관리
 - Secure acceess to engineering data
 - Automated revision control
 - Greater design re-use
 - Automated process control(ECO/ECN)
 - Contributor, Viewer 포함
 - 동시 접속자 25 User ( CAD Editer, Contributor, Viewer 포함하여 25 User)","",misjid,2010-10-25 00:00:00.000,2015-06-03 00:00:00.000,ksehee
"895BCDCE297DDE40A91B24605BB930B8","11.기타Software",Visual Assist X,Visual Assist X - Standard License,"","",sjh,2014-06-27 00:00:00.000,2014-06-27 00:00:00.000,sjh
"898B27AF8B3ED74DA227FEF2B5DFF754","10.MS계열 제품군",SolidWorks Edu. Edition Network 2013-2014 - Class-,SolidWorks Edu. Edition Network 2013-2014 - Class-,"","",dsjang,2014-11-07 00:00:00.000,2014-11-07 00:00:00.000,dsjang
"89ACEB3907B97841850CDC0B8E11E264","10.MS계열 제품군",Visual studio,VSPro 2013 SNGL OLP NL,"","",sjh,2014-06-26 00:00:00.000,2014-06-26 00:00:00.000,sjh
"8BB8AB019E334A469ED5A8908E331722","","",HP 646901-371,"HP DL360p Gen8 E5-2630 Base AP Svr  6core 2.3GHz, 4 x 4GB PC3L-10600R,P420i / 1GB FBWC
Processor : (1) ntel® E5-2600 Processors
Cache Memory : 10MB (1 x 10MB) Level 3, 15MB (1x15MB) L3
Memory : 4GB (1 x 4GB DDR3-1333MHz RDIMMs), 16GB (4 x 4GB DDR3-1333MHz RDIMMs)
Network Controller : HP Ethernet 1Gb 4-port 331FLR Adapter
Storage Controller : HP Smart Array P420i/ZM (RAID 0/1/1+0), HP Smart Array P420i/1GB with FBWC (RAID 0/1/1+0/5/5+0)
Hard Drive : None ship standard; includes 7 SFF hard drive blanks
Internal Storage : Standard: 8 SFF HDD Bays
Optical Drive Bay : 1 (Optional: DVD-ROM, DVD-RW)
PCI-Express Slots : 2 standard (1-FH/HL, 1-LP) PCIe 3.0
Power Supply : (1) HP 460W Common Slot Gold Hot Plug Power Supply (92% Efficient), (1) HP 460W CS Platinum Plus Hot Plug Power Supply (94% Efficient)
Fans : 6 Hot Plug Redundant Fan Modules
Management : HP iLO Management Engine (standard)
Optional: HP Insight Control
Form Factor : Rack (1U)
Warranty : Server Warranty includes 3-Year Parts, 3-Year Labor, 3-Year Onsite support with next business day response","",sjh,2013-12-24 00:00:00.000,2013-12-24 00:00:00.000,sjh
"8BC7D0123B30F8489A11850DAF4BD009","06.AutoCAD 관련",Autodesk Product Design Suit,Autodesk Product Design Suit Standard,"","",ktkim,2013-11-22 00:00:00.000,2013-11-22 00:00:00.000,ktkim
"8E6465360FC226418FD56864EF6905C0","00.Subscription Service",Flow Simulation HVAC Module Subscription Service,SOLIDWORKS Flow Simulation HVAC Module Subscription Service,"","",ksehee,2015-02-10 00:00:00.000,2015-02-10 00:00:00.000,ksehee
"8E936DBCE750AB409633D2D957C8225A","05.PDMWorks Enterprise 관련",SOLIDWORKS PDM Professional,SOLIDWORKS PDM Professional Process for 25 User," - 25 User 동시 접속 가능 라이센스
 - CAD Editor, Contributor, Viewer 모두 사용
 - 설계자용 (모든기능포함)
 - SOLIDWORKS & MultiCAD Add-in 
 - 설계 데이터 관리 
 - 데이터 통합 환경 제공
 - 다양한 권한 부여 설정 
 - Automated revision control
 - BOM 데이터 관리 
 - 파일 & 폴더 템플릿 기능
 - 기존 프로젝트 재활용 
 - Automated process control(ECO/ECN)","",admin,2016-03-10 00:00:00.000,2018-02-22 00:00:00.000,ksllkd
"8EB5C5B2DC207943A06346292290799A","13. 3DEXPERIENCE Platform",CSV,Collaborative Industry Innovator," - 3D Markup
   언제든 어떤 장비로든 사용 가능한 웹 기반의 2D 및 3D 마크업
 - Bookmark Editor
   컨텐츠와 문서 협업을 위한 북마크 생성 및 관리
 - Chage Action
   변경 조치 생성, 할당, 관리를 통한 모든 관련 영역을 아우르는
   명확한 변경 결정 커뮤니케이션
 - Collaborative Lifecycle
   제품 컨텐츠의 생성, 검토, 출도, 폐기 단계를 관리 및 캡처
 - Compare
   두 모델을 비교하여  차이점을 찾기 위한 손쉬운 비교
 - 3D Space
   협업 공간 생성, 관리, 멤버 추가 및 저장된 컨텐츠에 바로 접근
 - Issue 3D Review
   3D 모델의 맥락에서 제품의 문제 식별 및 분석
 - Issue Management
   제품의 문제를 팀 구성원들 간 생성, 구성 및 전달
 - Product Explorer
   3D 시각화 및 트리 구조화를 통한 컨텐츠 탐색
 - Route Management
   3D Dashboard 내 승인 경로 생성 및 관리",CSV,admin,2020-10-13 00:00:00.000,2020-10-15 00:00:00.000,admin
"8EBD10D0E226734EA064F50C5A3B8082","11.기타Software",Modview Design Suite,Modview Design Suite Standard (32/64bit),"* AutoCAD의 동일한 메뉴, 명령어 지원
* DWG, DXF 파일 호환
* 3D CAD file import
  - Autodesk Inventor,CATIA V4~V6, Creo, I-deas, IGES, Industry Foundation Classes (IFC), JT, Parasolid, PRC, Pro/Engineer, Siemens PLM Software NX, Solid Edge, SolidWorks, STEP, Stereo Lithography (STL), VDA-FS, VRML
* 2D CAD file import
  - AutoCAD, CATIA V4~V5, Siemens PLM Software NX, CGM, PLT
* OUT Line 도면 기능
  - 외형라인 추출
* SECTION 기능
  - 단면 추출
* 3D annotation 추가 치수 기능
  - 3D 상의 각도측정
  - 좌표값 표시
  - 주석 첨부
* MCP기능
  - 지그 및 단면정보 통합관리",시장가격 : 350만원 책,ktkim,2013-09-10 00:00:00.000,2014-03-20 00:00:00.000,ktkim
"8FB216FE8021C9488731A337DDCB258F","13. 3DEXPERIENCE Platform",SUN-1K,SimUnit 1K Credits,"","",kimhj,2022-02-28 00:00:00.000,2022-02-28 00:00:00.000,kimhj
"90C77DD1B7E66F46B1DF09C3FDA73165","01.SolidWorks 관련",Term License,SOLIDWORKS Simulation Premium Entrepreneur,"","",ksllkd,2017-07-20 00:00:00.000,2017-07-20 00:00:00.000,ksllkd
"9142E4B3F6177F49814A4C87D3F857FA","04.HW 관련",Dell R740,Dell R740 (랙 서버용 H/W_OS 포함),"- Windows Server 2012R2 Standard Edition (5UserCal 포함)
- Intel Xeon Gold 6134 3.2G, 8C/16T, 10.4GT/s, 
  24.75M Cache, Turbo, HT, (130W) 
  8GB RDIMM, 2666MT/s, Single Rank- (32GB) 
  BOSS controller card + with 2 M.2 Sticks 480G 
  (RAID 1),FH - 2개 
  4TB 7.2K RPM NLSAS 12Gbps 512n 3.5in Hot-plug 
  Hard Drive -(12TB 사용 - 레이드5구성) 
  PERC H730P RAID Controller, 2GB NV Cache, Mini card","",kimhj,2019-07-03 00:00:00.000,2019-07-03 00:00:00.000,kimhj
"9220EBB755A7C34DB62D93E59C192560","13. 3DEXPERIENCE Platform",XPR-OC,Product Communicator,"","",yhi526,2022-12-28 00:00:00.000,2022-12-28 00:00:00.000,yhi526
"929DE73C6905B4499A9CCD1B1F7E93BB","10.MS계열 제품군",Windows Server Standard,WinSvrStd 2012 SNGL OLP NL 2Proc,"","",admin,2014-02-05 00:00:00.000,2014-04-22 00:00:00.000,sjh
"936123F424CFD54B8933CE2626959F6D","12.전략제품(보안)",NH_SE,NETHELPER 보안모듈,"매체보안 
시스템보안 
네트워크보안 
문서보안","",sjh,2014-04-22 00:00:00.000,2014-04-22 00:00:00.000,sjh
"9418F418F9D5C643B09F384055961A07","10.MS계열 제품군",Office,Office Standard Single OLP MA,"","",misjid,2009-07-06 00:00:00.000,2009-07-06 00:00:00.000,misjid
"95E98D7164CFA543A450C0A121E06CAC","01.SolidWorks 관련",NET Licence to Strand Alone 변경,NET Licence to Strand Alone 변경,"","",kylee,2016-11-23 00:00:00.000,2016-11-23 00:00:00.000,kylee
"98945102A886524E9554459F075B4129","01.SolidWorks 관련",SolidWorks Inspection Standard 2014,SolidWorks Inspection Standard 2014,"","",ksllkd,2014-10-28 00:00:00.000,2014-10-28 00:00:00.000,ksllkd
"98AB453046F13540AADA4152700341FE","04.HW 관련",HP ZR22w LCD Monitor,HP ZR22w LCD Monitor,"","",shpark,2012-04-16 00:00:00.000,2012-04-16 00:00:00.000,shpark
"991DFEBD99A5FA478B24BF429E6CF66D","13. 3DEXPERIENCE Platform",UES,Collaborative Designer for SOLIDWORKS,"- SOLIDWORKS Connector
    3DEXPERIENCE platform에 SOLIDWORKS Data 저장
    Multi-CAD 데이터 관리
    시뮬레이션, 제조에 SOLIDWORKS 데이터 그대로 활용
    Revesion, Data 성숙도 등 Lifecycle 관리
    할당 업무 확인, 변경 프로세스 확인, 승인절차 진행 등 변경 관리
    업무 부여 및 공유, 업무 프로세스 관리 등 업무 관리
    북마크 폴더로 구조화 및 팀원들과 북마크 공유
","",admin,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,admin
"99E76D9641896740BDED67085FA19B8C","11.기타Software",Teamcenter Visualization Mock-up,Visualization Mock-up,"","",ktkim,2014-01-17 00:00:00.000,2014-01-17 00:00:00.000,ktkim
"9A1A8E7F37CEA7409DA44FB3FC9D607B","00.Subscription Service",Reinstallation Fee,Reinstallation Fee (With Backdating per seat)," - SS 만료 후, 재 계약 시 발생되는 추가 비용
 - SS 만료 후, 3개월 內 계약 기준

","",shpark,2009-11-06 00:00:00.000,2015-01-28 00:00:00.000,admin
"9A20E20791391043A29E317A82A29BF6","06.AutoCAD 관련",AutoCAD LT subscription,AutoCAD LT subscription,"- 1 year
- renewal","",sjh,2014-02-06 00:00:00.000,2014-02-06 00:00:00.000,sjh
"9AB6E3D700C125499306282F98821B0F","10.MS계열 제품군",Windows Pro K,Win Pro K 7 Korean DVD,"","",ktkim,2013-10-07 00:00:00.000,2013-10-07 00:00:00.000,ktkim
"9B2B8954D16CE4449759BB5025786627","04.HW 관련",DL380,DL380G10," HPE ProLiant DL380 Gen10 8LFF with Universal Media Bay
 Configure-to-order Server 
 HPE DL380 Gen10 Intel Xeon-Gold 6134 (3.2GHz/8-core/130W)
 FIO Processor Kit 
 HPE 16GB (1x16GB) Single Rank x4 DDR4-2666 CAS-19-19-19
 Registered Smart Memory Kit 
 HPE 4TB SAS 12G Midline 7.2K LFF (3.5in) SC 1yr Wty Digitally
 Signed Firmware HDD 
 HPE 480GB SATA 6G Read Intensive M.2 2280 3yr Wty Digitally
 Signed Firmware SSD 
 HPE 9.5mm SATA DVD-RW Optical Drive 
 HPE 96W Smart Storage Battery (up to 20 Devices) with 145mm
 Cable Kit 
 HPE Smart Array P408i-a SR Gen10 (8 Internal Lanes/2GB
 Cache) 12G SAS Modular Controller 
 HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power
 Supply Kit 
 HPE Gen10 2U Bezel Kit 
 HPE 2U Large Form Factor Easy Install Rail Kit 
 HPE 3 Year Foundation Care 24x7 DL380 Gen10 Service","",kimhj,2019-07-03 00:00:00.000,2019-07-03 00:00:00.000,kimhj
